"langname","area","active","alert","attentive","enthusiastic","excited","interested","proud","happy","joyful","delighted","cheerful","lively","energetic","strong","confident","bold","daring","fearless","afraid","scared","nervous","jittery","irritable","hostile","guilty","ashamed","upset","distressed","frightened","shaky","angry","disgusted","sad","lonely","dictsize"
"Muna","Papunesia",12,3,0,0,0,3,4,31,0,0,1,0,0,78,2,3,0,0,39,1,14,0,0,2,2,3,3,0,5,9,59,4,7,6,11260
"German","Eurasia",44,19,0,0,13,13,30,59,0,14,19,19,0,157,13,67,31,0,42,0,39,0,12,34,23,17,55,0,16,21,43,0,38,0,45322
"Burmese","Eurasia",8,6,0,0,5,4,15,8,0,7,0,6,0,46,0,8,10,0,6,0,4,0,0,0,5,0,5,0,9,0,7,4,5,0,12772
"Naro","Africa",15,7,0,0,2,2,32,27,0,2,0,0,4,81,0,2,0,0,35,0,0,0,0,0,14,16,6,0,0,0,105,0,16,0,6039
"German","Eurasia",14,0,0,0,0,0,14,13,5,4,0,12,0,36,15,24,10,0,22,0,8,0,0,0,12,13,0,0,0,0,23,0,21,0,11901
"Ndonga","Africa",12,17,3,4,3,5,4,9,0,15,5,8,10,37,0,15,4,7,41,0,5,0,0,2,14,25,8,0,26,0,71,4,3,12,14547
"Plains Cree","North America",5,0,0,1,5,1,1,4,1,0,0,0,1,37,1,4,0,0,1,1,1,0,0,0,0,2,5,2,3,0,20,3,20,15,7678
"Nepali","Eurasia",8,4,2,0,3,0,7,13,1,6,3,3,8,15,0,12,8,5,3,0,0,0,0,4,4,3,2,2,8,0,11,0,11,4,5253
"German","Eurasia",34,0,8,0,0,0,31,26,10,0,20,14,0,71,12,23,10,0,29,0,18,0,10,10,18,10,12,0,8,0,45,0,36,0,26723
"German","Eurasia",20,0,4,0,0,0,16,15,7,0,14,6,4,29,0,19,5,0,15,0,9,0,8,4,8,4,0,0,0,0,19,0,17,0,12737
"German","Eurasia",14,5,5,0,0,0,6,11,4,0,7,9,7,24,4,18,10,0,6,0,7,0,7,7,10,3,9,0,0,5,23,0,12,0,8151
"Kathmandu Valley Newari","Eurasia",3,4,0,5,0,0,10,8,2,4,0,0,2,31,0,3,6,2,15,0,1,0,0,0,2,9,0,0,3,0,14,12,8,2,9628
"Dutch","Eurasia",29,15,16,0,9,9,46,62,10,0,0,27,0,112,0,34,16,0,31,0,18,0,12,0,29,16,59,0,14,0,62,0,47,10,31949
"German","Eurasia",6,0,3,0,0,0,7,5,6,0,0,2,0,18,9,15,4,0,5,0,2,0,0,2,5,4,0,0,0,0,8,0,10,0,5872
"Russian","Eurasia",14,12,14,0,14,0,47,51,0,0,13,16,0,60,0,38,20,0,24,0,0,0,10,0,27,20,21,0,22,0,65,0,58,0,27710
"Spanish","Eurasia",35,14,0,0,25,10,52,21,0,0,15,52,0,144,0,48,26,10,19,17,14,0,16,9,19,18,81,0,23,0,95,0,34,11,36025
"Standard Malay","Eurasia",12,4,5,4,0,4,21,8,2,0,15,6,8,18,0,5,0,3,8,0,5,0,3,2,6,0,10,0,4,6,25,0,13,5,7211
"Eastern Armenian","Eurasia",45,9,19,0,7,0,76,62,28,11,28,40,7,75,0,46,8,8,15,0,7,0,0,7,28,17,21,0,8,0,47,0,57,10,23053
"Dutch","Eurasia",15,0,8,0,0,0,36,19,7,0,10,18,0,62,6,25,7,7,25,0,7,0,0,6,15,9,0,0,7,0,44,0,42,6,15780
"Italian","Eurasia",4,4,3,0,0,0,22,10,0,0,0,7,0,23,7,13,6,0,0,0,0,0,0,0,6,0,0,3,16,0,22,0,17,3,6955
"Italian","Eurasia",20,8,10,0,6,5,41,26,16,10,7,33,7,58,5,46,9,0,13,0,0,0,0,7,9,8,14,0,11,0,59,11,43,0,20661
"Serbian-Croatian-Bosnian","Eurasia",21,0,7,5,5,5,17,10,0,0,6,7,6,28,0,16,8,8,6,0,7,0,5,5,10,14,14,0,11,0,50,10,30,6,11125
"Italian","Eurasia",8,0,7,0,7,0,11,12,3,0,4,13,3,13,0,11,4,0,4,0,4,0,0,3,3,0,0,0,6,0,20,3,17,0,6830
"French","Eurasia",23,0,12,0,0,0,32,17,0,0,8,37,8,63,10,33,0,0,8,0,0,0,4,0,7,5,0,0,0,0,21,0,32,5,18457
"French","Eurasia",17,0,12,0,6,0,24,8,0,0,8,16,0,29,7,20,7,0,0,0,7,0,13,12,11,9,15,0,0,0,25,0,9,6,24027
"Japanese","Eurasia",6,3,2,6,4,1,10,28,2,0,8,5,4,25,2,3,0,0,11,2,8,0,0,0,4,4,3,0,2,0,15,2,10,9,6349
"Italian","Eurasia",43,0,14,0,11,0,62,30,23,0,10,39,0,80,0,59,0,0,12,0,0,0,0,7,5,8,0,5,14,0,70,11,55,0,22165
"Japanese","Eurasia",35,0,0,12,23,8,17,54,13,21,30,16,0,105,0,27,11,0,18,0,9,0,0,0,0,0,18,7,7,0,27,0,45,19,40386
"Palauan","Papunesia",21,8,15,4,17,12,23,17,4,0,0,3,0,84,11,7,0,0,36,17,12,5,4,0,0,22,0,5,8,10,29,10,18,2,12875
"Western Farsi","Eurasia",11,0,5,0,12,5,24,25,5,0,14,5,0,52,0,20,6,5,13,8,0,0,0,11,12,12,4,12,6,0,20,4,30,6,13020
"German","Eurasia",10,3,5,0,0,0,10,8,6,0,4,6,0,25,8,9,4,0,8,0,4,0,7,0,5,4,0,0,0,0,20,0,12,4,7879
"Romanian","Eurasia",0,3,0,0,5,0,2,14,0,0,4,2,0,10,0,14,3,0,5,5,3,0,0,0,6,4,12,0,4,0,25,0,15,0,6214
"Serbian-Croatian-Bosnian","Eurasia",2,3,0,6,0,2,12,13,0,4,0,5,0,17,2,11,2,4,6,0,0,0,0,2,10,10,4,0,5,0,16,2,22,0,5528
"Spanish","Eurasia",54,0,14,0,0,0,42,25,11,0,24,59,0,169,13,49,12,0,0,0,14,0,21,13,17,15,0,0,0,0,55,0,27,0,45163
"Japanese","Eurasia",80,25,21,38,51,51,90,242,34,20,20,37,0,231,0,104,36,0,120,0,63,0,0,27,79,92,49,27,41,0,94,21,115,45,79216
"Spanish","Eurasia",34,0,7,0,0,0,38,15,8,0,14,40,0,134,10,55,8,0,7,0,0,0,7,14,18,10,0,0,7,0,34,0,41,0,28444
"Spanish","Eurasia",33,0,0,0,0,0,38,16,9,0,13,36,0,137,9,45,8,0,7,0,0,0,7,14,18,8,0,0,0,0,38,0,31,0,26599
"French","Eurasia",13,0,4,0,4,0,4,7,0,0,5,6,0,22,0,12,2,0,3,0,0,0,0,0,6,2,0,2,0,0,2,0,15,0,12371
"Korean","Eurasia",22,7,0,0,6,0,17,57,4,0,6,5,4,31,0,9,0,0,20,0,11,0,0,0,16,3,3,0,3,3,28,0,16,5,13842
"Ngaanyatjarra","Australia",9,12,0,4,14,6,15,17,0,0,6,7,4,75,17,9,0,0,56,10,8,0,8,0,5,19,53,0,33,7,127,0,46,20,16991
"Tiwi","Australia",3,1,0,0,3,1,3,9,0,0,0,0,0,16,0,0,0,0,11,4,3,0,0,0,6,9,1,0,20,0,24,0,5,4,5200
"Japanese","Eurasia",10,9,4,6,12,7,6,29,0,5,10,4,0,81,5,6,3,0,24,8,11,0,3,6,14,0,16,4,4,4,30,0,15,10,13485
"Mandarin Chinese","Eurasia",84,11,0,12,58,44,14,47,0,0,36,75,11,351,19,39,18,0,31,0,46,0,0,15,56,17,33,0,37,0,95,0,58,0,44514
"Spanish","Eurasia",25,0,0,0,17,0,21,16,9,0,17,37,0,95,0,39,14,0,11,0,7,0,20,0,15,9,18,0,0,0,46,0,53,9,27905
"Swedish","Eurasia",34,28,0,0,17,13,13,70,0,18,20,28,14,92,0,34,20,0,39,11,28,0,0,13,40,18,45,12,11,17,29,0,33,13,40615
"Norwegian","Eurasia",26,15,16,11,13,9,26,46,0,0,21,35,15,94,13,38,21,0,26,0,15,0,0,0,17,12,18,0,18,0,51,0,33,0,28812
"Norwegian","Eurasia",11,4,4,5,3,4,11,16,0,0,6,19,5,34,6,9,10,0,6,4,12,0,0,0,6,7,5,0,8,0,15,0,10,4,10133
"Norwegian","Eurasia",11,4,4,5,0,4,11,16,0,0,6,18,5,34,6,9,10,0,6,4,12,0,0,0,6,6,6,0,8,0,14,0,11,5,10110
"French","Eurasia",24,0,11,0,0,0,38,22,0,0,19,32,0,76,9,42,5,0,14,0,0,0,0,9,23,5,0,0,4,0,28,0,33,7,23488
"Portuguese","Eurasia",12,7,7,5,8,0,25,9,0,0,10,17,8,35,5,18,18,7,6,5,4,0,4,0,7,9,23,5,14,0,36,5,18,4,11345
"Gulf Arabic","Eurasia",7,0,0,7,6,2,8,39,0,4,0,0,5,21,0,2,3,0,13,9,1,0,0,0,4,7,13,0,2,0,22,3,8,2,7762
"Hungarian","Eurasia",4,5,3,5,0,6,6,18,0,0,8,8,0,12,0,7,0,0,7,0,7,0,0,4,12,7,6,0,3,0,15,0,6,4,8113
"Japanese","Eurasia",34,0,0,12,23,8,17,60,11,19,32,16,0,107,0,30,13,0,18,0,8,0,0,0,0,0,20,7,7,0,27,0,52,19,41012
"Romanian","Eurasia",0,0,0,0,0,0,0,4,0,0,5,5,3,7,3,5,3,0,0,0,0,0,0,4,3,0,9,0,2,0,7,0,8,3,5674
"Vietnamese","Eurasia",25,22,8,15,17,6,18,53,5,0,0,15,0,64,0,29,25,0,25,26,11,0,0,7,7,32,20,6,11,0,48,0,61,17,20585
"Judeo-Yemeni Arabic","Eurasia",8,0,0,7,5,3,6,35,2,6,0,0,7,21,0,0,0,0,15,10,6,0,0,5,6,9,13,0,2,0,30,9,6,0,7854
"Nuer","Africa",1,0,0,0,2,0,13,6,0,0,4,0,0,57,0,1,0,0,22,0,5,0,5,0,6,11,9,0,7,2,41,2,1,2,7304
"Spanish","Eurasia",5,0,0,0,0,0,0,3,2,0,2,0,0,12,0,8,0,0,2,0,0,0,18,0,5,0,5,0,0,0,6,0,2,0,10181
"French","Eurasia",10,0,0,0,0,0,14,3,0,0,3,11,0,6,8,10,4,0,3,0,2,0,5,11,4,0,0,0,2,0,3,0,6,7,7862
"French","Eurasia",11,0,3,0,0,0,11,4,0,0,4,6,3,7,5,11,3,0,0,0,0,0,5,7,0,3,0,0,0,0,5,0,8,5,6205
"Afrikaans","Africa",20,5,7,7,0,6,12,11,5,6,12,11,9,28,0,35,12,0,19,0,23,0,0,0,18,0,27,5,9,0,19,0,16,6,14863
"Old French","Eurasia",20,9,17,0,14,0,24,49,22,5,27,21,0,67,13,23,18,0,21,0,0,0,0,25,24,11,30,26,9,0,62,0,42,6,18137
"Javanese","Papunesia",9,0,4,4,10,0,14,20,6,10,8,3,0,34,6,8,4,8,9,0,2,0,0,8,10,9,11,8,5,0,26,0,18,0,20812
"Mandarin Chinese","Eurasia",158,15,25,18,112,54,68,109,12,0,65,66,12,512,18,76,16,0,53,0,42,0,12,23,66,31,46,0,38,14,182,0,105,19,68076
"German","Eurasia",7,7,0,0,2,5,0,13,0,0,4,11,0,13,3,5,3,0,9,0,5,0,3,3,6,3,8,0,7,3,7,0,5,0,6981
"Thai","Eurasia",22,0,0,13,8,20,7,44,5,0,13,12,5,56,12,21,6,0,22,5,15,0,6,19,23,0,17,9,9,0,29,0,12,0,19627
"Spanish","Eurasia",13,9,0,8,13,21,13,56,0,6,10,16,0,38,7,9,8,0,16,9,20,0,7,0,14,8,45,0,9,0,28,0,27,5,18386
"Palauan","Papunesia",11,2,9,4,5,8,10,14,4,0,0,0,0,55,3,3,0,0,29,6,6,1,4,0,0,9,0,0,5,1,18,6,6,2,9454
"Pali","Eurasia",46,14,10,0,19,5,28,74,21,14,5,0,14,107,7,13,0,16,28,0,0,0,0,20,12,13,37,9,25,0,48,6,27,12,23264
"Eastern Panjabi","Eurasia",12,17,7,0,4,0,21,33,3,10,7,0,4,33,0,13,0,11,7,0,0,0,4,0,4,11,4,8,6,0,41,5,13,6,8940
"Tok Pisin","Papunesia",1,0,0,3,3,3,3,14,1,1,2,1,3,157,0,2,2,2,16,2,3,0,1,1,1,6,3,0,9,0,38,1,6,1,8431
"Bulgarian","Eurasia",16,11,0,0,9,8,15,34,0,5,9,6,6,50,4,6,5,0,20,13,17,0,5,0,37,14,20,0,16,4,35,5,16,7,12027
"Indonesian","Papunesia",40,17,0,30,25,25,22,67,0,7,28,45,10,205,12,17,10,0,31,7,30,0,7,11,36,11,56,0,15,7,118,0,31,10,32862
"Thai","Eurasia",57,0,0,0,16,11,32,56,63,22,30,18,0,143,13,52,34,14,59,23,17,0,0,0,12,21,10,20,56,10,62,0,49,44,33357
"Filipino","Papunesia",29,32,12,15,10,20,19,67,0,9,13,13,0,224,0,10,0,0,26,17,20,0,7,8,16,12,0,0,46,23,105,19,51,35,44386
"Yankunytjatjara","Australia",88,2,2,0,3,0,2,17,0,1,0,0,0,16,10,2,1,0,6,5,3,0,0,4,0,9,16,0,5,1,31,0,12,1,6890
"Bengali","Eurasia",17,7,24,0,12,0,29,33,8,20,18,0,12,66,5,11,7,12,12,0,0,0,0,16,18,6,7,17,6,0,37,8,16,9,15173
"Czech","Eurasia",9,0,4,0,2,0,31,9,2,0,5,7,5,17,2,7,2,0,3,0,0,0,2,2,8,0,0,0,5,2,18,3,3,0,7878
"French","Eurasia",10,5,0,0,0,0,10,7,5,0,4,17,0,11,6,17,0,0,0,0,0,0,0,7,6,0,8,0,4,0,9,0,8,5,8783
"Polish","Eurasia",13,0,0,0,0,0,8,4,0,0,0,3,2,20,3,7,0,0,0,0,0,0,0,3,5,5,0,0,14,0,19,8,18,0,7280
"Spanish","Eurasia",8,0,6,0,0,0,18,9,4,0,5,18,0,28,4,17,4,0,0,0,0,0,4,5,4,7,3,0,5,0,15,0,10,0,8338
"Spanish","Eurasia",15,0,0,0,0,0,12,7,3,0,3,15,0,31,0,17,6,0,0,0,0,0,6,4,7,8,7,0,0,0,11,0,11,0,10130
"Dutch","Eurasia",13,0,9,0,0,0,38,24,0,0,11,0,0,54,0,42,11,0,20,0,7,0,0,6,13,12,0,0,5,0,42,5,22,8,18452
"Russian","Eurasia",6,6,0,0,3,0,21,10,0,0,5,6,3,21,0,18,4,0,4,0,0,0,0,5,10,10,8,0,7,0,33,0,17,0,10026
"German","Eurasia",14,0,7,0,0,0,17,11,0,0,6,10,6,37,0,18,11,0,14,0,0,0,0,8,16,4,8,0,0,5,26,0,15,6,11884
"Spanish","Eurasia",8,0,6,0,0,0,18,10,4,0,4,17,3,27,3,18,6,0,0,0,0,0,4,4,4,8,0,0,5,0,12,0,8,0,8251
"Bengali","Eurasia",28,0,9,9,15,0,11,13,0,0,16,13,0,60,6,17,6,8,0,0,8,0,5,12,15,0,0,0,0,0,22,0,14,6,13615
"Modern Greek","Eurasia",9,0,4,6,0,3,13,23,4,0,6,3,3,21,0,5,5,0,3,0,5,0,4,0,0,3,6,3,0,0,10,0,9,3,7126
"German","Eurasia",16,7,0,11,6,8,5,39,0,6,10,23,0,37,7,8,13,0,11,6,8,0,0,8,13,0,13,0,11,0,9,0,9,0,13831
"Italian","Eurasia",9,12,0,5,18,4,14,29,0,0,0,11,0,24,0,9,8,0,7,0,14,0,0,4,16,0,20,6,9,5,20,0,11,6,13337
"Japanese","Eurasia",27,6,0,5,23,9,9,42,0,0,15,20,0,76,0,14,0,5,16,0,18,0,0,7,12,10,14,0,11,0,13,6,25,15,17256
"Polish","Eurasia",4,0,0,2,8,3,5,9,4,0,2,8,0,29,2,10,2,0,2,0,4,0,0,5,11,0,2,0,0,6,8,0,33,0,6274
"Russian","Eurasia",7,8,15,0,11,10,41,39,0,0,8,8,0,54,0,32,17,6,18,0,0,0,8,7,22,18,12,5,18,0,62,5,45,0,22127
"Ponapean","Papunesia",9,5,0,0,4,5,15,11,7,4,0,0,2,14,0,10,6,0,12,0,4,0,0,0,4,6,5,4,6,5,13,0,7,4,6818
"Urdu","Eurasia",20,6,6,0,9,6,27,42,0,12,17,4,0,58,4,19,5,9,8,0,0,0,0,4,7,22,6,26,10,0,25,11,30,0,13058
"Portuguese","Eurasia",26,17,9,0,17,0,20,31,0,0,12,24,0,92,0,27,21,16,14,0,14,0,0,0,11,10,69,9,14,0,41,0,16,0,28375
"Slovenian","Eurasia",25,0,0,0,0,13,2,4,0,0,0,1,4,41,7,2,0,0,6,0,3,0,0,1,8,0,1,0,0,0,1,0,1,0,14844
"Indonesian","Papunesia",3,2,0,0,0,0,4,18,0,0,5,0,0,17,2,7,0,0,3,2,5,0,0,0,4,2,7,0,3,3,18,0,9,3,6522
"Eastern Panjabi","Eurasia",34,13,14,12,29,9,12,18,0,0,17,28,9,133,8,16,0,8,9,0,23,0,12,0,21,7,10,6,8,6,31,0,25,7,18887
"Eastern Panjabi","Eurasia",35,16,16,13,33,10,17,21,6,0,20,29,9,142,8,19,0,8,9,0,25,0,12,0,22,10,13,6,8,6,33,0,27,8,20713
"Eastern Panjabi","Eurasia",26,33,12,0,21,0,37,53,9,10,9,8,10,65,0,15,12,15,29,0,7,0,6,11,10,18,0,10,11,8,61,0,26,0,18335
"Bengali","Eurasia",64,31,26,20,55,0,53,73,13,53,59,19,0,154,0,15,18,21,37,0,0,0,0,36,29,21,18,51,42,0,105,0,32,33,40872
"Standard Arabic","Eurasia",20,0,12,0,10,0,12,17,0,11,16,13,0,47,6,6,8,0,5,6,6,0,4,0,12,9,10,6,8,5,20,11,14,0,11495
"German","Eurasia",31,0,4,0,0,0,13,14,8,0,4,13,0,63,4,21,0,0,11,0,4,0,15,6,14,6,0,5,4,0,19,0,9,0,13295
"German","Eurasia",37,0,5,0,0,0,19,17,9,0,5,13,0,69,6,16,0,0,11,0,7,0,17,9,11,4,0,0,0,0,23,0,14,0,14383
"Rabha","Eurasia",0,2,0,4,1,2,5,4,1,0,0,2,0,26,0,3,0,3,7,5,0,0,0,0,6,2,2,1,5,9,12,0,10,0,5760
"Japanese","Eurasia",49,11,0,18,40,39,35,123,0,14,20,15,13,179,13,15,11,0,139,0,45,0,0,11,36,26,25,0,20,0,78,18,65,0,34775
"French","Eurasia",21,11,6,5,11,6,15,19,0,6,7,17,0,23,8,18,11,0,9,10,7,0,8,11,8,7,23,0,0,0,20,5,16,7,14595
"German","Eurasia",18,0,0,4,0,0,5,9,0,0,13,11,7,25,0,11,7,0,6,0,13,0,0,7,11,0,5,0,5,6,19,0,6,0,9963
"Japanese","Eurasia",20,0,4,10,12,0,0,18,0,0,11,15,14,33,0,6,0,0,10,7,9,0,0,5,9,7,8,0,0,0,16,6,11,6,9443
"Spanish","Eurasia",12,0,6,8,9,0,17,30,0,0,5,11,6,55,0,17,7,0,6,0,15,0,19,11,0,7,23,0,6,0,38,0,17,0,16400
"Spanish","Eurasia",11,7,0,13,12,0,19,39,0,0,0,12,7,58,0,17,12,0,8,0,18,0,19,12,7,7,23,0,9,0,38,0,23,0,17777
"Turkish","Eurasia",32,3,5,0,0,0,24,18,9,4,6,4,3,28,0,13,4,0,5,0,0,0,0,0,3,14,4,0,3,2,19,4,8,0,10753
"Turkish","Eurasia",56,17,14,0,32,27,76,100,24,0,53,32,0,167,0,57,15,13,17,0,21,0,26,13,32,39,27,32,51,0,86,25,82,14,44448
"Sanskrit","Eurasia",55,4,24,0,26,7,40,36,0,23,6,0,9,89,0,11,0,17,20,0,0,0,0,16,11,0,0,26,5,0,46,4,22,8,20164
"Romanian","Eurasia",4,3,0,0,8,0,0,15,0,0,4,6,0,12,0,12,3,0,5,5,3,0,3,0,7,4,12,0,4,0,29,0,16,3,7141
"Rotuman","Papunesia",29,0,0,7,0,0,2,6,0,0,0,4,2,37,0,1,0,0,14,0,2,0,3,0,7,6,2,0,0,3,27,0,1,2,7912
"French","Eurasia",10,0,0,0,0,0,12,4,0,0,3,7,2,8,5,9,0,0,3,0,0,0,6,8,0,3,0,0,0,0,5,0,5,6,6241
"French","Eurasia",2,0,2,0,0,0,45,10,2,0,0,12,0,0,12,67,6,0,4,0,1,0,0,0,10,0,0,0,2,0,26,0,0,2,9601
"French","Eurasia",90,0,23,0,15,8,51,57,0,0,21,44,0,219,28,82,19,0,31,0,17,0,12,20,44,17,0,0,0,0,47,0,35,0,56614
"French","Eurasia",68,0,15,0,0,5,27,31,0,5,0,6,5,93,0,59,19,4,33,0,0,0,0,10,7,0,5,0,0,0,9,0,17,0,46337
"Romanian","Eurasia",6,0,3,0,3,2,7,7,0,0,5,6,4,19,0,9,5,0,9,0,5,0,3,10,0,4,0,0,5,0,13,2,20,8,6053
"Japanese","Eurasia",5,2,0,0,5,5,8,41,0,4,5,3,0,37,2,8,0,0,36,3,9,0,0,3,15,5,5,0,2,0,18,0,10,0,9105
"Japanese","Eurasia",74,0,0,29,55,45,63,163,0,15,24,39,17,301,16,29,0,0,129,0,57,0,0,16,36,41,35,0,28,0,101,21,73,25,58050
"Japanese","Eurasia",15,3,3,2,5,11,18,59,0,8,2,7,0,53,2,35,2,0,18,0,4,0,0,4,19,6,3,6,11,0,21,2,31,0,15030
"Samoan","Papunesia",11,8,4,0,0,4,10,17,3,0,6,6,3,40,0,10,0,4,10,2,5,0,0,0,9,8,6,0,0,3,33,0,2,6,10507
"Bengali","Eurasia",43,10,20,0,46,0,34,45,11,29,19,0,0,117,0,0,19,14,15,0,0,0,0,42,26,0,16,52,20,0,73,0,20,21,29487
"Bengali","Eurasia",20,7,9,0,24,0,24,31,11,21,15,0,0,54,0,0,7,8,9,0,0,0,0,20,10,5,6,25,11,0,45,12,12,9,16278
"Irish","Eurasia",117,0,8,0,0,0,46,25,22,0,16,20,0,128,12,36,0,0,0,0,0,0,5,0,6,0,0,6,0,0,27,0,28,4,15183
"Mandarin Chinese","Eurasia",13,5,0,5,16,17,16,108,0,10,16,12,0,109,7,17,0,0,87,9,33,0,0,0,32,9,10,0,11,0,73,0,40,9,25936
"Japanese","Eurasia",12,0,0,0,0,2,9,24,0,2,3,3,0,24,2,14,0,0,9,0,1,0,0,0,9,0,4,0,2,2,13,0,11,0,6784
"Japanese","Eurasia",46,10,0,0,20,14,18,66,0,0,20,17,12,98,0,36,18,0,26,0,36,0,9,17,31,15,17,0,9,0,26,14,42,21,30023
"Japanese","Eurasia",27,0,0,0,12,8,15,66,8,9,20,14,15,83,0,43,22,0,20,0,23,0,0,14,23,11,11,0,0,0,22,13,34,18,27715
"Japanese","Eurasia",48,0,9,0,22,15,30,91,11,10,22,15,18,127,11,35,15,0,39,0,32,0,0,19,32,26,21,0,17,0,41,13,48,16,35517
"Japanese","Eurasia",23,0,0,0,19,12,27,26,0,6,16,16,8,67,0,25,5,0,17,0,23,0,0,7,13,11,19,0,8,0,16,10,33,14,20178
"Sanskrit","Eurasia",162,0,75,0,130,15,118,178,44,76,47,0,51,490,38,76,18,31,80,0,0,0,0,185,30,43,0,106,37,0,162,0,60,29,78872
"Sanskrit","Eurasia",28,0,11,0,12,4,35,45,6,18,4,0,8,61,6,18,4,33,11,0,0,0,0,23,7,21,0,22,20,0,38,3,28,8,15459
"Sanskrit","Eurasia",25,0,22,0,16,0,28,31,3,19,4,0,6,76,3,19,0,12,11,0,0,0,0,32,10,11,0,16,15,0,21,0,6,12,14196
"Italian","Eurasia",26,8,0,11,22,12,7,30,0,4,21,34,10,39,0,22,7,0,9,0,20,0,0,15,25,0,13,0,4,0,31,0,12,0,19339
"Zulu","Africa",5,8,0,0,7,0,18,22,3,0,2,3,7,32,0,3,0,0,5,0,15,0,0,3,19,5,15,0,20,0,26,3,5,3,8507
"Tswana","Africa",16,0,0,0,15,1,25,4,1,2,1,0,3,38,0,17,3,6,7,0,3,0,2,2,9,6,5,6,3,12,59,3,12,3,9691
"Korean","Eurasia",120,27,0,28,49,55,61,184,0,25,26,41,0,353,23,38,0,0,119,0,74,0,0,29,74,60,79,0,39,0,134,28,103,62,95307
"Ladino","Eurasia",0,5,0,1,2,2,6,11,0,2,0,3,0,20,1,0,0,2,3,0,9,0,0,0,9,3,9,0,2,0,19,4,10,0,5143
"Serbian-Croatian-Bosnian","Eurasia",14,0,6,8,0,11,18,41,0,0,0,10,10,71,0,0,0,0,21,0,16,0,0,5,6,14,58,0,13,9,26,0,75,6,14807
"Southern Sotho","Africa",1,0,1,1,4,1,22,11,6,0,2,0,1,143,0,0,0,0,30,0,3,0,0,1,6,9,0,4,6,20,68,8,37,1,9947
"Southern Sotho","Africa",1,0,1,1,3,1,20,10,6,0,2,0,0,133,0,1,0,0,28,0,3,0,0,1,5,8,0,3,6,16,56,8,34,1,8967
"Tswana","Africa",13,2,2,0,21,0,18,9,0,4,4,0,3,54,0,15,2,4,10,0,2,0,2,2,4,6,7,8,3,9,59,4,5,2,11342
"Shan","Eurasia",3,0,1,0,1,0,11,20,7,0,0,0,0,26,0,5,0,2,4,0,0,0,1,4,2,5,0,15,7,0,15,5,8,2,8523
"Shan","Eurasia",0,3,2,0,6,0,16,26,14,0,0,3,2,31,0,5,5,2,8,0,0,0,0,3,4,9,0,24,10,0,20,8,14,4,11774
"Mandarin Chinese","Eurasia",34,0,10,0,12,0,28,37,13,8,18,33,0,135,9,57,20,10,15,0,14,0,0,11,25,18,13,10,11,0,34,0,28,9,30841
"Mandarin Chinese","Eurasia",11,6,0,0,4,3,14,41,5,2,12,0,0,48,4,14,0,0,12,0,8,0,0,8,6,0,3,0,6,0,14,0,12,5,10075
"Mandarin Chinese","Eurasia",10,0,10,4,8,0,22,33,16,13,15,0,3,54,0,18,7,3,23,5,5,0,0,12,3,24,6,20,18,0,34,0,33,13,13239
"Mandarin Chinese","Eurasia",13,0,8,0,6,4,19,39,0,4,16,5,0,59,0,10,11,5,24,0,9,0,0,3,5,22,8,12,24,0,32,0,49,10,15283
"Mandarin Chinese","Eurasia",0,3,0,0,7,4,4,36,0,0,0,0,0,40,0,6,5,3,16,0,10,0,0,0,10,7,7,5,5,0,15,0,9,5,10019
"Mandarin Chinese","Eurasia",3,3,0,0,0,0,5,22,0,0,0,0,0,21,0,5,3,0,6,0,5,0,0,0,10,0,2,0,2,2,4,0,6,2,7517
"Japanese","Eurasia",39,11,0,12,30,16,29,88,0,0,25,21,21,135,12,45,14,0,39,0,33,0,0,15,46,32,33,0,20,0,47,18,51,23,38779
"Japanese","Eurasia",29,0,0,10,22,0,32,37,13,0,17,12,11,90,0,15,0,0,11,0,18,0,0,0,14,21,9,0,0,0,30,0,49,31,33594
"Japanese","Eurasia",65,12,0,22,38,20,34,87,0,12,29,27,13,164,20,52,13,0,41,0,43,0,0,19,39,21,33,0,24,0,45,12,63,24,41260
"Japanese","Eurasia",42,0,11,0,16,0,28,91,0,13,23,22,19,128,0,43,26,0,50,0,26,0,0,29,32,18,19,0,16,0,38,11,72,33,40870
"Mandarin Chinese","Eurasia",35,22,15,11,18,10,11,117,16,14,20,26,18,156,0,46,15,11,54,15,26,0,0,14,46,24,18,11,26,0,49,0,26,19,33990
"Japanese","Eurasia",7,5,0,0,5,5,5,19,0,2,6,3,0,23,0,3,0,0,10,0,7,0,0,3,4,2,5,0,0,0,13,0,9,2,7029
"Japanese","Eurasia",61,15,0,26,42,35,42,123,0,16,46,23,0,248,0,32,21,0,98,14,46,0,0,25,50,33,49,0,18,0,91,20,63,30,58650
"Japanese","Eurasia",71,46,0,17,25,0,60,88,0,0,24,46,19,236,21,31,0,0,34,0,51,0,0,21,26,18,53,0,20,19,65,0,59,0,51858
"Japanese","Eurasia",20,5,4,5,12,15,22,75,0,13,6,10,0,68,0,17,4,0,31,8,17,0,0,8,19,9,10,5,10,0,57,0,33,0,18254
"Sidamo","Africa",3,0,4,0,8,0,23,16,2,1,0,1,2,48,0,6,3,0,35,1,1,0,3,0,2,9,9,2,10,1,30,0,12,0,6819
"Lozi","Africa",6,2,2,0,5,2,12,16,8,3,0,3,0,84,2,0,0,0,9,2,2,0,0,1,8,4,6,6,14,1,41,3,12,2,8683
